1,1,12,20,1,0,10,3
1,1,6,19,1,1,9,3
1,0,0,0,2,0,5,1
2,1,3,0,1,0,8,4
0,0,4,1,2,1,9,6
6,2,7,6,0,1,7,7
0,2,2,1,0,0,16,2
2,0,3,8,1,0,15,6
3,3,1,3,2,1,7,6
2,0,1,3,1,1,10,2
0,0,2,0,0,0,3,3
1,2,1,2,0,0,6,2
0,0,0,0,2,0,1,1
0,1,2,4,0,0,4,0
0,5,5,8,0,0,8,6
5,2,1,3,0,2,8,4
3,2,3,16,1,1,17,56
0,0,5,5,2,0,7,1
2,0,4,2,2,0,9,2
0,1,3,2,0,0,9,2
1,0,7,12,0,0,4,6
0,1,0,2,1,1,6,4
0,1,1,0,0,0,1,1
2,0,1,1,2,0,1,1
1,0,2,9,0,1,6,3
1,3,3,7,2,1,15,3
0,0,10,19,0,0,20,5
0,0,3,5,2,0,9,1
3,2,0,2,1,0,7,4
0,1,11,10,3,3,14,1
0,1,0,1,0,0,3,1
3,0,3,15,0,1,13,5
3,5,2,12,0,0,14,3
1,1,10,10,0,0,8,2
2,1,1,0,0,1,5,5
1,0,5,8,0,0,3,0
1,1,3,2,0,1,11,2
2,0,0,1,2,0,16,2
2,0,1,0,0,1,3,4
3,2,0,0,1,0,6,2
0,1,6,12,2,2,11,2
0,0,2,4,1,1,3,2
0,0,1,1,0,0,1,0
0,0,7,7,2,1,8,2
0,1,4,9,2,1,8,2
0,0,0,2,1,0,0,0
0,0,1,3,0,0,4,7
2,1,1,1,2,1,9,2
0,2,0,3,0,2,6,1
1,0,2,7,0,1,15,3
0,0,0,1,0,0,1,0
3,1,1,0,0,2,8,3
0,0,2,9,0,1,2,0
0,0,3,5,1,0,10,3
0,0,1,6,0,1,4,1
0,2,1,18,1,0,16,50
1,0,1,3,0,0,15,2
2,0,2,0,1,0,4,3
3,1,1,3,1,0,16,8
0,1,6,22,1,0,12,52
2,0,2,6,2,1,14,2
1,4,2,6,2,0,11,2
0,0,3,10,1,1,11,4
4,0,1,0,2,0,7,1
0,1,5,1,3,0,5,4
1,0,9,5,1,0,7,5
0,1,10,4,1,2,3,4
0,0,1,1,0,0,6,3
7,4,0,7,3,0,15,5
0,1,7,3,2,1,7,4
0,0,0,2,0,0,8,3
0,0,0,2,1,0,4,0
0,0,0,1,0,1,6,3
0,0,1,4,2,1,8,4
0,0,4,5,2,0,6,2
1,0,5,21,2,1,11,1
0,4,2,1,1,0,6,2
1,0,0,7,1,1,10,4
1,0,0,2,0,0,10,3
0,1,5,5,1,1,11,6
2,2,1,3,4,0,14,4
0,0,4,14,2,1,3,6
1,0,5,8,1,2,8,1
4,1,3,0,0,1,15,4
1,0,0,2,0,0,2,1
0,1,11,15,0,1,8,4
0,0,10,15,0,1,10,4
1,0,11,17,2,1,10,4
1,1,11,17,2,0,6,5
0,0,3,5,0,2,3,1
1,1,9,26,0,0,20,7
1,0,5,9,1,1,9,7
2,1,1,1,0,0,2,0
1,1,6,10,0,1,11,4
1,1,1,1,0,0,9,4
1,0,7,6,0,1,10,5
0,1,1,0,0,0,3,1
0,1,1,2,1,0,5,0
0,3,1,3,2,0,6,3
1,1,2,8,2,1,6,2
0,0,3,2,0,2,7,0
0,2,0,0,1,0,1,0
1,0,9,10,1,0,7,4
2,1,4,14,0,1,17,6
6,4,1,5,0,1,10,4
0,0,2,9,0,0,18,5
0,1,2,4,1,1,8,1
1,4,1,0,3,0,5,9
2,1,0,2,1,0,9,1
4,1,3,16,1,2,19,48
2,1,3,11,4,0,14,6
2,0,1,5,0,0,6,2
0,0,0,3,0,0,8,11
2,1,1,0,1,0,11,2
1,1,10,11,0,0,14,2
3,2,0,6,3,1,6,3
7,1,6,17,0,2,19,17
2,2,2,2,0,1,8,5
0,0,0,5,1,0,6,0
0,1,3,6,0,0,5,2
1,0,4,7,2,0,5,4
1,0,4,6,1,0,9,3
0,1,0,5,1,1,3,1
0,1,2,2,0,1,4,2
2,3,1,0,0,0,8,3
0,4,0,16,0,2,10,7
1,1,1,19,1,2,17,57
1,1,3,4,1,1,7,1
1,0,0,2,0,0,8,1
1,0,7,18,2,0,11,1
0,0,5,2,2,0,3,1
0,0,4,4,3,0,7,0
1,2,2,27,0,1,7,10
1,1,1,1,0,0,7,3
0,5,0,3,0,1,11,6
1,1,2,3,1,2,13,4
1,0,2,1,0,1,8,1
0,1,0,2,0,0,11,2
0,0,8,8,0,0,5,1
0,1,1,2,2,0,7,4
0,0,2,1,1,0,8,2
0,2,0,1,0,0,4,0
4,2,0,7,1,1,9,1
1,0,5,5,2,0,7,3
0,1,3,17,1,1,7,3
0,1,9,7,0,0,6,2
1,2,10,13,1,0,16,3
1,3,2,1,0,0,15,3
1,1,5,3,4,3,8,6
0,2,4,10,1,0,11,6
1,0,0,1,2,0,3,3
3,2,1,2,1,1,8,3
2,0,3,0,0,0,9,2
0,3,1,2,2,1,5,3
0,2,15,9,1,0,13,3
0,0,3,1,0,0,1,0
4,1,9,8,1,2,14,7
0,0,2,6,0,2,14,6
1,0,8,12,2,0,4,2
1,0,4,5,0,0,9,3
0,3,9,9,0,1,10,7
1,0,8,12,2,1,10,6
0,1,6,10,1,2,7,4
1,1,3,2,3,1,13,1
3,4,3,3,2,0,7,3
3,3,1,4,1,0,12,5
0,0,3,3,1,0,7,4
0,1,2,2,0,0,9,2
0,0,0,3,1,0,4,1
1,0,5,17,1,1,13,1
0,0,10,29,1,0,8,32
2,0,0,0,0,0,6,1
1,0,5,2,1,1,6,5
0,0,9,31,1,0,10,36
2,2,3,8,1,1,12,9
1,0,8,10,0,2,3,2
0,0,11,30,0,0,11,31
0,0,6,14,1,0,12,11
0,0,1,4,1,0,3,3
0,3,0,0,0,0,9,2
0,1,14,28,2,3,12,20
0,0,6,23,2,1,9,39
0,2,4,7,1,0,9,4
0,0,0,0,0,1,1,2
0,2,3,12,1,1,12,4
1,0,11,33,2,0,16,36
0,3,0,20,0,1,13,9
0,1,1,5,2,0,8,2
1,0,1,1,2,1,6,2
2,0,1,4,0,1,16,6
1,0,4,4,0,2,13,6
1,1,0,0,0,0,4,0
2,0,2,4,1,1,7,6
2,4,2,2,0,0,3,5
6,2,2,3,1,0,12,5
0,0,1,8,2,3,5,2
1,1,1,0,0,0,6,2
0,0,8,6,0,0,13,3
1,1,2,2,1,1,5,3
0,0,1,2,3,0,8,0
1,2,3,19,0,0,12,2
0,3,2,3,1,0,5,5
4,2,1,4,0,0,4,2
0,2,1,1,0,0,7,3
4,0,2,1,1,0,7,1
0,0,6,18,4,1,5,3
2,2,1,1,1,0,8,2
1,2,6,27,0,0,7,46
0,0,2,6,0,0,7,1
1,0,5,5,0,2,3,4
0,0,3,29,2,0,9,41
2,0,2,3,2,0,11,3
2,1,0,20,1,0,11,51
0,0,2,6,1,0,12,5
1,0,5,11,1,1,9,6
0,1,3,0,1,0,8,5
1,1,8,3,1,0,8,3
0,5,1,0,0,0,4,3
4,3,1,1,1,0,9,2
0,0,0,1,1,0,1,0
0,1,2,13,0,0,12,2
1,1,3,3,0,0,13,2
0,0,5,10,1,0,8,0
2,2,10,17,2,2,11,5
0,0,9,7,0,0,8,5
0,0,0,4,0,4,7,5
1,1,0,0,0,0,4,1
0,0,5,11,1,0,12,2
0,1,4,3,0,0,8,0
0,5,3,7,0,0,17,3
1,2,11,17,2,0,8,1
1,0,1,0,1,1,6,3
0,0,3,7,1,1,9,2
0,1,9,11,0,1,8,8
1,0,0,1,1,0,5,1
0,0,0,1,0,1,6,1
0,1,0,2,1,1,4,1
0,1,1,4,1,0,10,5
1,1,10,13,3,0,10,2
1,0,6,11,3,0,9,3
0,1,11,11,0,1,15,7
1,1,6,8,2,0,10,2
1,0,0,2,0,0,1,0
1,2,0,2,1,0,8,1
0,6,9,17,0,2,14,5
0,0,1,1,1,1,6,4
0,0,0,0,0,0,3,1
1,0,3,4,0,0,10,4
2,1,4,7,1,2,11,7
2,0,9,9,0,3,5,2
2,5,2,4,0,1,7,3
4,4,0,4,3,2,17,5
0,0,3,4,0,0,13,3
0,1,5,3,1,1,17,2
1,0,0,2,0,0,11,2
0,0,13,30,0,0,13,37
1,1,7,7,0,0,8,3
0,0,0,3,1,0,1,1
0,2,1,5,0,1,12,3
1,0,3,9,0,0,9,1
0,0,12,29,2,0,8,16
1,2,6,29,0,2,16,34
3,4,2,1,2,1,5,1
0,2,2,2,0,1,9,1
0,0,3,6,1,0,1,1
5,2,1,1,0,0,6,2
1,0,1,10,0,1,7,4
0,0,0,3,1,0,2,1
0,1,11,16,1,0,16,1
5,0,0,1,0,0,5,2
0,0,2,12,0,0,11,5
1,1,7,6,0,0,13,6
1,0,0,1,0,1,2,1
4,1,6,31,2,0,17,36
1,3,0,0,1,0,10,1
2,0,2,1,0,0,6,7
1,1,4,8,2,0,10,3
1,1,2,3,0,1,4,3
2,2,5,1,2,1,9,3
0,1,2,2,2,0,11,2
0,0,2,7,1,0,8,6
2,1,0,0,1,0,4,1
0,0,9,10,2,0,7,4
0,1,0,1,0,0,6,0
0,0,1,1,0,0,5,0
1,0,4,12,0,2,8,6
1,3,6,15,0,2,17,23
0,1,0,0,1,0,5,0
0,0,1,4,0,1,6,0
3,1,1,2,1,1,4,3
0,0,3,3,0,0,8,3
0,0,0,4,0,0,4,3
5,2,1,3,0,2,5,2
1,2,3,4,0,0,14,6
1,1,7,16,0,1,8,2
0,0,4,4,0,0,10,6
2,0,4,16,3,0,10,4
0,0,2,6,0,1,5,1
2,1,0,0,0,0,2,1
1,1,2,3,3,0,6,2
1,1,5,1,0,0,15,6
0,1,1,8,0,0,11,2
2,5,2,1,1,0,4,3
2,2,6,9,0,1,13,3
0,1,2,1,0,1,3,3
2,2,0,6,3,0,7,1
1,0,13,5,3,0,8,4
3,4,2,6,2,0,11,4
1,1,2,2,1,0,10,3
2,4,3,13,0,1,11,3
0,1,0,4,0,0,2,2
1,2,5,26,5,0,19,50
3,0,18,21,2,0,8,2
1,0,9,10,0,1,4,1
0,2,5,6,3,0,13,6
2,3,4,5,1,3,8,4
0,0,2,6,2,1,10,0
0,0,0,1,0,1,2,0
1,1,0,1,2,0,10,3
1,1,4,17,1,0,25,17
0,0,6,6,0,0,7,2
0,0,8,7,0,0,5,2
1,1,2,3,0,1,9,3
2,3,0,4,0,0,9,4
0,1,1,1,0,1,4,1
1,0,0,0,0,0,12,2
0,0,7,6,1,0,8,2
0,0,0,1,2,0,3,2
0,0,4,6,4,2,6,4
1,1,1,0,2,0,8,4
1,1,9,9,0,0,11,5
0,1,3,5,2,0,4,5
1,2,0,2,0,1,12,2
2,3,0,1,0,2,5,4
1,5,2,6,1,1,8,3
0,1,6,11,2,0,9,1
0,1,14,32,1,1,13,30
0,1,1,1,0,0,5,1
1,0,5,6,0,1,7,1
1,3,0,11,3,1,12,49
0,0,3,12,0,2,9,7
6,0,13,10,2,1,15,4
0,0,9,10,1,0,6,4
1,3,1,0,1,1,1,2
0,0,7,14,0,0,8,1
0,0,1,1,0,0,4,1
1,2,0,4,2,0,9,2
0,0,3,4,0,1,6,1
3,0,4,3,0,1,14,2
7,3,7,13,2,0,16,19
1,2,3,1,3,0,5,3
0,4,4,3,0,1,5,2
2,0,4,15,3,1,8,3
0,1,7,10,0,1,13,4
0,1,3,4,1,0,4,5
0,2,0,0,2,0,9,4
1,2,3,3,1,1,9,3
3,2,13,30,3,1,13,19
0,1,15,29,0,3,12,43
3,1,6,7,0,2,12,8
0,0,0,1,1,0,2,3
2,1,2,3,0,0,2,2
1,0,4,6,2,0,8,0
1,1,2,2,1,1,6,4
0,2,0,4,0,0,9,5
0,0,3,3,0,0,8,0
0,2,5,7,2,0,8,2
2,3,0,1,1,1,4,0
1,1,9,10,0,1,12,3
0,0,3,7,0,0,7,5
0,0,2,0,0,0,1,1
0,1,14,7,3,0,16,6
0,3,6,2,1,0,3,7
1,0,12,11,0,0,7,1
4,0,2,2,1,0,10,5
1,3,2,3,1,0,5,2
2,0,2,5,6,2,16,10
2,1,1,2,1,0,8,2
1,2,1,4,0,2,4,2
0,1,1,2,1,0,0,0
3,1,3,2,0,1,13,4
0,0,7,20,2,1,7,4
1,2,7,14,1,0,9,4
1,1,2,15,1,1,9,4
0,0,6,4,1,1,9,5
2,2,1,4,2,1,13,3
0,1,8,8,1,1,6,2
0,0,11,10,2,1,8,4
0,2,0,0,0,0,5,2
1,0,5,6,1,0,2,0
0,6,3,2,1,1,18,2
0,1,8,11,1,0,16,3
0,1,4,7,2,1,12,8
1,1,10,12,2,1,15,5
2,1,1,1,1,3,13,3
1,1,8,4,1,0,9,4
3,2,3,7,0,2,4,4
1,0,0,2,2,1,2,2
0,1,2,3,0,0,8,3
0,0,2,0,0,2,7,7
0,0,4,7,1,0,4,6
3,3,3,2,4,2,10,2
1,1,3,0,4,0,13,4
1,1,15,18,1,0,15,1
1,4,1,15,1,3,16,43
1,1,2,1,2,0,8,3
0,0,8,17,1,1,11,5
0,1,1,5,3,0,4,3
0,1,15,32,0,0,16,33
1,0,4,5,2,1,5,2
1,1,0,8,0,1,10,7
1,3,4,0,1,0,12,3
1,2,1,0,0,0,8,2
2,2,1,8,3,1,11,3
0,2,0,3,0,0,9,4
0,0,6,4,0,0,4,4
2,5,4,8,0,0,15,52
2,0,6,32,1,0,10,37
3,2,2,8,2,0,7,5
1,2,5,3,2,2,13,7
2,2,3,5,0,0,10,2
0,0,3,7,0,0,13,3
2,4,3,5,0,0,14,6
0,0,0,1,0,0,1,2
0,2,3,9,0,0,17,3
4,0,0,1,2,0,14,5
2,2,7,15,3,1,18,48
0,0,4,16,0,1,9,2
0,0,1,2,0,0,9,3
0,0,3,10,0,0,6,7
0,1,4,2,0,0,8,6
1,1,7,8,1,0,9,3
0,0,0,3,1,0,9,11
1,2,2,2,0,2,8,1
1,1,0,1,1,0,2,1
0,1,6,8,0,0,13,6
2,3,4,13,0,2,10,48
0,0,11,25,2,1,12,8
1,1,3,1,1,0,11,4
1,2,5,11,0,1,14,3
0,0,8,30,1,1,9,29
0,0,7,7,1,2,7,2
2,5,1,0,0,0,14,5
2,1,2,3,0,3,15,5
2,1,0,0,0,0,4,1
0,0,6,6,0,0,5,6
0,0,1,4,0,1,10,2
1,0,3,2,1,2,9,5
1,3,3,3,0,2,3,0
0,0,2,3,0,0,2,0
0,1,9,11,0,0,9,6
0,0,5,11,0,0,7,1
0,0,5,8,1,1,10,5
2,0,0,5,2,0,7,3
0,1,2,1,1,1,9,1
